whois_regDate,whois_expDate,whois_updatedDate,dot_count,url_len,digit_count,special_count,hyphen_count,double_slash,single_slash,at_the_rate,protocol,protocol_count
8707,788,1041,3,29,0,0,0,0,2,0,0,0
-1,-1,19,3,35,0,0,0,0,2,0,0,0
6679,260,-1,3,33,0,0,0,0,2,0,0,0
7481,553,112,2,25,0,0,0,0,3,0,0,0
7481,553,112,3,41,0,0,0,0,3,0,0,0
7263,346,39,3,35,0,0,1,0,1,0,0,0
7956,1173,451,2,20,0,0,0,0,2,0,0,0
6691,247,118,2,28,0,0,0,0,2,0,0,0
8861,268,77,2,36,0,0,0,0,2,0,0,0
6251,322,461,2,24,0,0,0,0,1,0,0,0
7704,2886,406,2,23,0,0,0,0,1,0,0,0
7704,2886,406,2,25,0,0,0,0,1,0,0,0
7704,2886,406,2,23,0,0,0,0,1,0,0,0
7704,2886,406,2,26,0,0,0,0,1,0,0,0
7704,2886,406,2,25,0,0,0,0,1,0,0,0
7704,2886,406,2,25,0,0,0,0,1,0,0,0
7704,2886,406,2,29,0,0,0,0,1,0,0,0
7704,2886,406,2,20,0,0,0,0,1,0,0,0
7704,2886,406,2,21,0,0,0,0,1,0,0,0
7704,2886,406,2,26,0,0,0,0,1,0,0,0
7704,2886,406,2,20,0,0,0,0,1,0,0,0
7704,2886,406,2,29,0,0,0,0,1,0,0,0
7704,2886,406,2,27,0,0,0,0,1,0,0,0
7704,2886,406,2,26,0,0,0,0,1,0,0,0
7704,2886,406,2,26,0,0,0,0,1,0,0,0
7704,2886,406,2,31,0,0,0,0,1,0,0,0
7704,2886,406,2,24,0,0,0,0,1,0,0,0
7481,553,112,2,35,1,0,0,0,3,0,0,0
4113,269,290,2,24,0,0,0,0,1,0,0,0
7074,596,139,1,32,0,0,0,0,2,0,0,0
7074,596,139,1,27,0,0,0,0,2,0,0,0
7074,596,139,1,27,0,0,0,0,2,0,0,0
7074,596,139,2,38,0,0,0,0,2,0,0,0
7074,596,139,1,30,0,0,0,0,2,0,0,0
7074,596,139,1,29,0,0,0,0,2,0,0,0
7074,596,139,1,34,0,0,0,0,2,0,0,0
7074,596,139,1,29,0,0,0,0,2,0,0,0
7074,596,139,1,42,0,0,0,0,2,0,0,0
7074,596,139,1,29,0,0,0,0,2,0,0,0
7074,596,139,1,32,0,0,0,0,2,0,0,0
6829,109,1730,3,26,0,0,0,0,1,0,0,0
7474,194,567,3,39,0,0,0,0,1,0,0,0
10679,642,92,3,63,0,2,0,0,5,0,0,0
509,220,144,2,30,0,1,0,0,1,0,0,0
-1,-1,-1,3,31,0,0,0,0,2,0,0,0
7634,765,333,2,41,0,2,0,0,2,0,0,0
7882,151,959,2,31,0,0,0,0,1,0,0,0
8749,748,136,3,33,0,0,0,0,2,0,0,0
8034,1828,4,3,23,0,0,0,0,1,0,0,0
7095,940,267,3,29,0,0,0,0,1,0,0,0
9275,219,174,2,32,0,0,0,0,2,0,0,0
6690,142,73,2,23,0,0,0,0,2,0,0,0
43,321,43,3,31,1,1,0,0,1,0,0,0
-1,-1,-1,3,26,4,0,0,0,2,0,0,0
-1,-1,-1,3,30,0,1,0,0,1,0,0,0
7733,1761,460,2,22,0,0,0,0,2,0,0,0
7319,1812,52,2,36,0,0,0,0,2,0,0,0
7858,541,585,2,26,0,0,0,0,2,0,0,0
6152,56,316,2,27,0,0,0,0,2,0,0,0
8748,265,106,2,18,0,0,0,0,2,0,0,0
8631,133,284,3,33,0,0,0,0,2,0,0,0
-1,-1,398,4,42,0,0,0,0,2,0,0,0
6760,1715,488,2,24,0,0,0,0,2,0,0,0
6376,197,167,2,36,0,0,0,0,2,0,0,0
8044,357,427,2,24,0,0,0,0,2,0,0,0
6775,142,207,2,27,0,0,0,0,2,0,0,0
7866,533,1020,2,43,0,0,0,0,2,0,0,0
8345,53,370,3,36,0,0,0,0,2,0,0,0
-1,-1,-1,3,36,1,0,0,0,5,0,0,0
6734,353,41,2,25,0,0,1,0,2,0,0,0
8040,726,354,3,26,0,0,0,0,1,0,0,0
7557,111,299,3,41,0,0,0,0,2,0,0,0
5671,172,193,2,26,0,0,0,0,2,0,0,0
10294,298,69,2,23,0,0,0,0,2,0,0,0
-1,-1,-1,4,35,0,0,0,0,2,0,0,0
-1,-1,-1,3,27,0,0,0,0,4,0,0,0
-1,-1,-1,4,43,2,0,0,0,4,0,0,0
7859,265,55,2,25,0,0,0,0,2,0,0,0
3487,164,230,3,38,0,0,0,0,2,0,0,0
6896,42,383,3,29,0,0,0,0,1,0,0,0
5906,301,18,3,28,0,0,0,0,1,0,0,0
7183,121,479,3,39,0,0,0,0,2,0,0,0
8958,537,112,3,39,0,0,0,0,1,0,0,0
-1,-1,-1,3,20,0,0,0,0,2,0,0,0
9073,56,292,2,26,0,0,0,0,2,0,0,0
-1,-1,-1,3,23,0,0,0,0,2,0,0,0
8500,3186,203,1,18,0,0,0,0,2,0,0,0
8516,248,3050,2,26,0,0,0,0,2,0,0,0
8370,396,262,3,38,0,1,0,0,2,0,0,0
-1,-1,-1,4,39,0,0,1,0,1,0,0,0
7424,244,600,3,54,3,2,0,0,1,0,0,0
9073,56,292,2,35,0,0,0,0,2,0,0,0
-1,-1,-1,1,23,0,0,0,0,2,0,0,0
-1,57,-1,4,39,3,2,0,0,2,0,0,0
-1,485,228,4,31,0,0,0,0,2,0,0,0
8406,360,4,3,28,0,0,1,0,1,0,0,0
7937,827,766,2,31,0,0,0,0,2,0,0,0
-1,-1,-1,4,45,0,0,0,0,3,0,0,0
-1,-1,113,3,28,1,0,0,0,2,0,0,0
-1,-1,-1,3,30,0,0,1,0,2,0,0,0
7481,553,112,2,36,1,0,0,0,3,0,0,0
-1,-1,-1,3,29,0,0,0,0,2,0,0,0
7871,893,2387,2,21,1,0,0,0,2,0,0,0
8392,8,355,2,21,0,0,0,0,2,0,0,0
6762,552,68,4,36,1,0,0,0,2,0,0,0
6761,612,67,3,18,0,0,0,0,2,0,0,0
-1,-1,-1,2,24,0,0,0,0,3,0,0,0
7307,728,512,3,27,0,0,1,0,1,0,0,0
9006,489,1874,2,29,0,0,0,0,3,0,0,0
6165,43,442,3,39,1,0,1,0,1,0,0,0
-1,-1,-1,3,26,0,0,0,0,2,0,0,0
5262,1311,511,3,48,0,0,0,0,2,0,0,0
7255,49,327,2,21,0,0,0,0,2,0,0,0
7712,2878,447,3,35,2,0,0,0,2,0,0,0
-1,-1,-1,3,39,3,0,0,0,3,0,0,0
-1,-1,-1,5,50,8,0,3,0,4,0,0,0
7677,722,298,3,78,0,4,0,0,3,0,0,0
6747,891,507,5,51,5,0,1,0,4,0,0,0
-1,-1,-1,4,63,0,0,0,0,5,0,0,0
-1,-1,-1,4,39,6,0,0,0,3,0,0,0
8847,1380,431,2,37,0,0,0,0,3,0,0,0
8463,344,21,2,38,0,0,0,0,1,0,0,0
8930,199,169,2,32,0,0,0,0,1,0,0,0
8368,32,360,3,23,0,0,0,0,1,0,0,0
6137,802,42,2,27,0,0,0,0,3,0,0,0
3637,380,16,2,28,0,0,0,0,1,0,0,0
3637,380,16,2,28,0,0,0,0,1,0,0,0
3637,380,16,2,33,0,0,0,0,1,0,0,0
3637,380,16,2,31,0,0,0,0,1,0,0,0
7481,553,112,2,32,0,0,0,0,3,0,0,0
-1,-1,-1,2,22,0,0,0,0,2,0,0,0
-1,-1,-1,4,42,5,2,0,0,2,0,0,0
7481,553,112,2,35,1,0,0,0,3,0,0,0
8423,343,43,3,25,0,0,0,0,2,0,0,0
7481,553,112,2,41,1,0,0,0,3,0,0,0
7911,122,252,3,34,0,0,1,0,2,0,0,0
7658,10,358,2,32,0,0,0,0,1,0,0,0
8784,348,14,2,44,0,0,0,0,4,0,0,0
8784,348,14,2,42,0,0,0,0,4,0,0,0
8847,1380,431,3,41,0,0,0,0,3,0,0,0
7481,553,112,3,49,0,0,0,0,3,0,0,0
-1,-1,-1,3,31,0,0,0,0,3,0,0,0
-1,-1,17,3,27,0,0,0,0,2,0,0,0
7508,891,87,2,26,0,0,0,0,2,0,0,0
8446,320,73,2,23,0,0,0,0,2,0,0,0
7713,1051,1095,2,26,0,0,0,0,1,0,0,0
6906,2204,326,3,64,7,3,0,0,2,0,0,0
10294,298,69,2,25,0,0,0,0,1,0,0,0
6906,2204,326,3,64,7,3,0,0,2,0,0,0
8232,1262,764,2,22,0,0,0,0,2,0,0,0
7266,404,163,3,38,0,0,0,0,1,0,0,0
7866,533,1020,2,31,0,0,0,0,2,0,0,0
8618,146,247,3,40,0,0,0,0,2,0,0,0
8961,168,225,2,21,0,0,0,0,2,0,0,0
7558,110,1342,3,27,0,0,0,0,1,0,0,0
8891,238,139,3,64,0,0,0,0,3,0,0,0
7914,119,48,2,31,0,0,0,0,2,0,0,0
7481,553,112,2,36,0,0,0,0,3,0,0,0
9352,2699,309,2,22,0,0,0,0,1,0,0,0
5158,685,112,1,44,0,0,4,0,2,0,0,0
8618,146,247,2,27,0,0,0,0,1,0,0,0
7481,553,112,2,30,0,0,0,0,3,0,0,0
7790,2435,448,3,26,0,0,0,0,1,0,0,0
7456,578,635,2,35,0,0,0,0,2,0,0,0
7790,2435,448,3,29,0,0,0,0,1,0,0,0
7790,2435,448,3,25,0,0,0,0,1,0,0,0
7790,2435,448,3,27,0,0,0,0,1,0,0,0
7790,2435,448,3,28,0,0,0,0,1,0,0,0
-1,-1,-1,4,32,0,0,0,0,1,0,0,0
8216,182,214,2,36,0,0,0,0,3,0,0,0
-1,-1,-1,3,35,0,0,0,0,3,0,0,0
7991,410,343,2,20,1,0,0,0,2,0,0,0
-1,-1,-1,3,41,0,0,0,0,4,0,0,0
7481,553,112,2,32,0,0,0,0,3,0,0,0
7014,290,99,2,29,0,0,0,0,1,0,0,0
7481,553,112,3,43,1,0,0,0,3,0,0,0
7481,553,112,3,41,1,0,0,0,3,0,0,0
7011,293,85,2,20,0,0,0,0,2,0,0,0
8958,537,112,3,34,0,0,0,0,1,0,0,0
6875,63,331,2,36,0,0,0,0,2,0,0,0
8266,863,1007,1,22,0,0,1,0,2,0,0,0
7146,158,208,2,22,0,0,0,0,2,0,0,0
1251,209,159,2,36,0,0,0,0,1,0,0,0
7481,553,112,2,34,0,0,0,0,3,0,0,0
-1,-1,-1,3,22,0,0,0,0,3,0,0,0
7426,1338,502,3,49,4,3,0,0,1,0,0,0
-1,-1,-1,3,27,0,0,0,0,2,0,0,0
6528,776,3,3,46,0,0,0,0,2,0,0,0
7731,302,472,3,29,0,0,0,0,1,0,0,0
8958,537,112,2,37,0,2,0,0,2,0,0,0
8911,218,150,2,23,0,0,0,0,2,0,0,0
7962,2628,663,3,76,0,3,0,0,2,0,0,0
8676,454,280,2,40,0,0,0,0,1,0,0,0
7731,302,472,3,30,0,0,0,0,1,0,0,0
6879,425,308,2,30,0,0,0,0,1,0,0,0
7146,158,208,2,28,0,0,0,0,2,0,0,0
7146,158,208,3,32,0,0,0,0,2,0,0,0
14,351,14,3,45,0,0,0,0,2,0,0,0
8877,252,155,2,22,0,0,0,0,1,0,0,0
14,351,14,3,43,0,0,0,0,2,0,0,0
7687,347,67,1,23,0,0,0,0,1,0,0,0
7481,553,112,2,39,1,0,0,0,3,0,0,0
7685,349,45,2,22,0,0,0,0,2,0,0,0
8452,314,52,2,25,1,0,0,0,2,0,0,0
7316,354,26,3,39,0,0,0,0,3,0,0,0
7456,578,635,2,32,0,1,0,0,2,0,0,0
7456,578,635,2,31,0,0,0,0,2,0,0,0
7481,553,112,2,25,0,0,0,0,3,0,0,0
7456,578,635,2,34,0,1,0,0,2,0,0,0
7456,578,635,2,28,0,0,0,0,2,0,0,0
7481,553,112,2,27,1,0,0,0,3,0,0,0
7323,347,16,3,35,0,0,0,0,1,0,0,0
7178,492,664,3,32,0,0,0,0,1,0,0,0
6009,2026,1601,1,19,0,0,0,0,2,0,0,0
6493,1541,1804,2,32,0,0,0,0,2,0,0,0
6009,2026,1601,2,28,0,0,0,0,2,0,0,0
7420,248,423,2,23,0,0,0,0,2,0,0,0
8334,795,446,3,31,0,0,0,0,1,0,0,0
8334,795,446,3,26,0,0,0,0,1,0,0,0
6165,409,28,3,33,0,0,0,0,1,0,0,0
-1,-1,-1,3,44,0,0,0,0,4,0,0,0
-1,-1,-1,3,25,0,0,0,0,2,0,0,0
7146,158,208,3,35,0,0,0,0,2,0,0,0
6165,409,28,3,39,0,0,0,0,1,0,0,0
8042,1820,1340,2,25,0,0,0,0,2,0,0,0
7146,158,208,2,26,0,0,0,0,2,0,0,0
8805,327,407,2,21,0,0,0,0,1,0,0,0
7456,578,635,2,27,0,0,0,0,2,0,0,0
6971,1428,831,2,21,0,0,0,0,1,0,0,0
5887,321,69,3,47,0,0,0,0,2,0,0,0
9073,56,292,3,40,0,0,0,0,2,0,0,0
7830,321,118,3,32,0,0,0,0,1,0,0,0
8385,15,348,2,21,0,0,0,0,2,0,0,0
8385,15,348,2,26,0,0,0,0,2,0,0,0
6713,235,101,2,27,0,0,0,0,1,0,0,0
6713,235,101,2,26,0,0,0,0,1,0,0,0
7481,553,112,2,29,0,0,0,0,3,0,0,0
310,54,224,2,27,0,0,1,0,1,0,0,0
8384,747,1195,2,28,0,0,0,0,2,0,0,0
7439,229,150,2,38,0,0,0,0,1,0,0,0
-1,-1,-1,3,46,0,0,0,0,4,0,0,0
76,288,76,2,31,0,0,0,0,2,0,0,0
-1,-1,-1,4,31,0,0,0,0,1,0,0,0
-1,-1,-1,2,28,0,0,0,0,1,0,0,0
8216,182,214,2,41,0,0,1,0,4,0,0,0
-1,-1,-1,3,39,0,0,0,0,3,0,0,0
7456,578,635,1,36,0,2,0,0,2,0,0,0
7456,578,635,2,28,0,0,0,0,2,0,0,0
-1,-1,-1,4,59,0,0,0,0,4,0,0,0
7481,553,112,3,38,1,0,0,0,3,0,0,0
-1,-1,-1,2,26,2,0,0,0,3,0,0,0
7236,68,357,2,28,0,0,0,0,2,0,0,0
7481,553,112,2,26,0,0,0,0,3,0,0,0
7481,553,112,3,40,2,0,0,0,3,0,0,0
7481,553,112,3,42,0,0,0,0,3,0,0,0
7481,553,112,2,36,1,0,0,0,3,0,0,0
6182,392,0,3,35,0,0,0,0,1,0,0,0
8385,1842,274,2,21,0,0,0,0,1,0,0,0
7481,553,112,2,31,0,0,0,0,3,0,0,0
7658,10,358,2,30,0,0,0,0,2,0,0,0
7481,553,112,2,35,2,0,0,0,3,0,0,0
-1,-1,-1,3,31,0,0,0,0,3,0,0,0
7950,83,3184,3,24,0,0,0,0,1,0,0,0
7221,3371,281,3,32,0,0,0,0,1,0,0,0
8485,1010,873,2,25,0,0,0,0,2,0,0,0
7393,276,128,2,22,0,0,0,0,2,0,0,0
7448,220,227,3,52,0,4,0,0,1,0,0,0
-1,-1,-1,3,43,11,0,0,0,4,0,0,0
8847,1380,431,2,38,0,0,0,0,2,0,0,0
7481,553,112,2,29,0,0,0,0,3,0,0,0
7809,1685,765,2,41,0,2,0,0,1,0,0,0
378,352,38,3,59,0,2,1,0,2,0,0,0
7809,1685,765,2,40,0,2,0,0,1,0,0,0
6675,1724,162,1,39,0,0,0,0,3,0,0,0
-1,-1,-1,2,28,0,0,0,0,3,0,0,0
8650,480,1340,2,27,0,0,0,0,2,0,0,0
7426,242,120,3,29,1,0,0,0,1,0,0,0
7481,553,112,3,47,1,0,0,0,3,0,0,0
7391,278,100,2,21,0,0,0,0,1,0,0,0
8428,1068,770,2,18,0,0,0,0,2,0,0,0
7481,553,112,2,28,0,0,0,0,3,0,0,0
-1,-1,-1,3,27,0,0,0,0,2,0,0,0
-1,-1,-1,3,42,0,0,0,0,2,0,0,0
8616,148,245,3,34,0,0,0,0,2,0,0,0
8880,249,415,3,39,0,0,0,0,2,0,0,0
7481,553,112,3,43,0,0,0,0,3,0,0,0
7166,138,684,3,33,0,0,0,0,1,0,0,0
6303,270,94,3,34,0,0,0,0,1,0,0,0
6101,107,1382,3,38,0,0,0,0,1,0,0,0
7962,2628,663,3,44,0,0,0,0,1,0,0,0
6318,621,504,2,25,0,0,0,0,2,0,0,0
8958,537,112,2,45,4,0,0,0,2,0,0,0
8684,1541,423,2,25,0,0,0,0,2,0,0,0
8119,279,607,2,32,0,0,0,0,3,0,0,0
9171,691,71,2,21,0,0,0,0,2,0,0,0
-1,-1,-1,3,41,0,2,0,0,2,0,0,0
8117,649,1596,3,27,0,0,1,0,1,0,0,0
7481,553,112,3,43,2,0,0,0,3,0,0,0
8257,508,280,5,78,16,0,2,0,5,0,0,0
7481,553,112,2,34,0,0,0,0,3,0,0,0
9073,56,292,2,31,0,0,0,0,2,0,0,0
4628,119,260,3,26,1,0,0,0,1,0,0,0
-1,-1,-1,3,34,0,0,0,0,3,0,0,0
7809,1685,765,2,46,0,2,0,0,4,0,0,0
6875,63,331,2,28,3,0,0,0,2,0,0,0
8958,537,112,3,27,0,0,0,0,1,0,0,0
7809,1685,765,2,39,0,2,0,0,1,0,0,0
7481,553,112,3,38,0,0,0,0,3,0,0,0
7481,553,112,3,46,0,0,0,0,3,0,0,0
7481,553,112,3,46,0,0,0,0,3,0,0,0
7481,553,112,3,43,1,0,0,0,3,0,0,0
7481,553,112,2,35,1,0,0,0,3,0,0,0
8958,537,112,3,33,0,0,0,0,1,0,0,0
8847,1380,431,2,34,0,0,0,0,3,0,0,0
8723,43,1547,2,22,0,0,0,0,2,0,0,0
8861,268,77,3,35,0,0,0,0,3,0,0,0
7355,314,1561,3,29,0,0,0,0,1,0,0,0
7316,354,10,3,31,0,0,0,0,1,0,0,0
8861,268,77,3,35,0,0,0,0,3,0,0,0
7126,1639,246,2,27,0,0,0,0,2,0,0,0
7481,553,112,3,49,1,0,0,0,3,0,0,0
8631,133,235,2,41,0,0,0,0,2,0,0,0
8014,21,342,3,32,0,0,0,0,1,0,0,0
7481,553,112,2,38,0,0,0,0,3,0,0,0
8805,327,407,2,22,0,0,0,0,1,0,0,0
8189,209,175,3,37,1,0,0,0,3,0,0,0
6604,700,806,2,45,0,1,0,0,1,0,0,0
6875,63,331,2,25,1,0,0,0,2,0,0,0
7481,553,112,2,43,1,0,0,0,3,0,0,0
8958,537,112,3,26,0,0,0,0,1,0,0,0
9066,63,156,2,28,0,0,0,0,2,0,0,0
8847,1380,431,3,44,0,0,0,0,3,0,0,0
-1,-1,-1,3,38,0,0,0,0,3,0,0,0
-1,-1,-1,3,37,0,0,0,0,3,0,0,0
-1,-1,-1,3,43,0,0,0,0,3,0,0,0
-1,-1,-1,3,41,0,0,0,0,3,0,0,0
-1,-1,-1,3,43,0,0,0,0,4,0,0,0
9073,56,292,2,29,0,0,0,0,1,0,0,0
8791,341,84,2,28,1,0,0,0,2,0,0,0
8853,3198,231,2,22,0,0,0,0,2,0,0,0
6875,63,331,2,31,0,0,0,0,2,0,0,0
8847,1380,431,2,28,0,0,0,0,3,0,0,0
-1,-1,-1,3,40,0,0,1,0,3,0,0,0
-1,-1,-1,3,38,1,0,0,0,3,0,0,0
-1,-1,-1,3,39,0,0,0,0,3,0,0,0
-1,-1,-1,3,42,1,0,0,0,3,0,0,0
-1,-1,-1,3,43,0,0,0,0,3,0,0,0
-1,-1,-1,3,42,1,0,0,0,3,0,0,0
-1,-1,-1,3,40,0,0,1,0,3,0,0,0
862,231,151,2,21,0,0,0,0,2,0,0,0
6875,63,331,2,46,0,0,0,0,2,0,0,0
-1,-1,-1,2,35,0,0,0,0,3,0,0,0
-1,-1,-1,2,36,0,0,0,0,3,0,0,0
7391,278,86,2,30,0,0,0,0,2,0,0,0
7481,553,112,3,42,4,0,0,0,3,0,0,0
6760,178,214,1,27,0,0,0,0,2,0,0,0
7481,553,112,2,37,1,1,0,0,3,0,0,0
7962,2628,663,3,36,0,0,0,0,1,0,0,0
8958,537,112,3,34,4,0,0,0,1,0,0,0
7481,553,112,3,45,0,0,0,0,3,0,0,0
7973,60,307,2,29,0,0,0,0,2,0,0,0
-1,-1,-1,3,39,0,0,0,0,3,0,0,0
-1,-1,-1,3,37,0,0,0,0,3,0,0,0
-1,-1,-1,3,46,0,0,2,0,3,0,0,0
7481,553,112,2,32,0,0,0,0,3,0,0,0
7481,553,112,3,42,0,0,0,0,3,0,0,0
-1,-1,-1,3,38,0,0,0,0,3,0,0,0
-1,-1,-1,2,43,0,3,0,0,3,0,0,0
-1,-1,-1,2,37,0,1,0,0,3,0,0,0
7481,553,112,3,51,1,0,0,0,3,0,0,0
7481,553,112,2,32,0,0,0,0,3,0,0,0
7962,2628,663,3,42,0,0,0,0,1,0,0,0
7481,553,112,1,32,1,0,0,0,2,0,0,0
8958,537,112,3,39,0,0,0,0,1,0,0,0
-1,-1,-1,2,34,0,0,0,0,3,0,0,0
-1,-1,-1,2,35,0,0,0,0,3,0,0,0
7481,553,112,2,31,0,0,0,0,3,0,0,0
7973,60,307,2,24,0,0,0,0,2,0,0,0
697,398,195,3,35,0,0,1,0,2,0,0,0
8958,537,112,3,34,0,0,0,0,1,0,0,0
6875,63,331,2,30,0,0,0,0,2,0,0,0
-1,-1,-1,2,37,0,0,0,0,3,0,0,0
7732,301,61,3,54,5,1,0,0,2,0,0,0
-1,-1,-1,3,41,0,0,0,0,3,0,0,0
-1,-1,-1,3,37,0,0,0,0,3,0,0,0
-1,-1,-1,2,36,0,0,0,0,3,0,0,0
7481,553,112,2,27,1,0,0,0,3,0,0,0
7481,553,112,2,27,0,0,0,0,3,0,0,0
7843,190,155,3,39,1,0,0,0,3,0,0,0
7481,553,112,2,42,1,0,0,0,3,0,0,0
7481,553,112,2,36,0,0,0,0,3,0,0,0
7481,553,112,2,35,0,0,0,0,3,0,0,0
7481,553,112,2,40,1,0,0,0,3,0,0,0
5349,128,1096,4,23,1,0,0,0,1,0,0,0
8958,537,112,3,33,0,0,0,0,1,0,0,0
-1,-1,-1,2,30,0,0,0,0,3,0,0,0
-1,-1,-1,2,34,0,0,0,0,3,0,0,0
4628,119,260,3,36,1,0,0,0,2,0,0,0
-1,-1,-1,3,37,0,0,0,0,3,0,0,0
8650,3402,227,2,29,0,0,0,0,2,0,0,0
-1,-1,-1,3,44,0,2,0,0,3,0,0,0
-1,-1,-1,3,51,0,0,0,0,3,0,0,0
-1,-1,-1,3,41,0,0,1,0,3,0,0,0
-1,-1,-1,3,38,0,0,0,0,3,0,0,0
-1,-1,-1,3,35,0,0,0,0,3,0,0,0
-1,-1,-1,3,36,0,0,0,0,3,0,0,0
-1,-1,-1,3,39,0,0,2,0,3,0,0,0
-1,-1,-1,3,39,0,0,0,0,3,0,0,0
-1,-1,-1,3,38,0,0,0,0,3,0,0,0
-1,-1,-1,3,42,0,0,0,0,3,0,0,0
-1,-1,-1,3,44,0,0,1,0,3,0,0,0
7859,174,189,3,35,0,0,0,0,1,0,0,0
8348,2242,1039,2,25,0,0,0,0,1,0,0,0
7481,553,112,3,45,1,0,0,0,4,0,0,0
273,91,273,1,21,0,0,1,0,2,0,0,0
8958,537,112,3,34,0,0,0,0,2,0,0,0
8958,537,112,2,34,2,1,0,0,1,0,0,0
7481,553,112,2,37,1,0,0,0,3,0,0,0
7215,89,275,2,32,0,0,0,0,2,0,0,0
7962,2628,663,3,44,0,0,0,0,1,0,0,0
7481,553,112,2,30,0,0,0,0,3,0,0,0
9019,110,284,2,22,0,0,0,0,2,0,0,0
71,293,71,3,33,0,0,0,0,1,0,0,0
6875,63,331,3,36,0,0,0,0,2,0,0,0
6875,63,331,2,36,0,0,0,0,2,0,0,0
6247,327,67,2,28,2,0,0,0,2,0,0,0
7341,1424,582,3,32,0,0,0,0,1,0,0,0
7051,253,132,2,28,0,0,0,0,1,0,0,0
7234,70,600,3,36,0,0,0,0,1,0,0,0
7095,209,26,4,49,0,0,2,0,1,0,0,0
7481,553,112,2,34,1,0,0,0,3,0,0,0
7310,360,28,2,28,0,0,0,0,2,0,0,0
-1,-1,-1,3,31,0,0,0,0,2,0,0,0
7356,313,47,3,40,0,0,0,0,2,0,0,0
6875,63,331,2,29,0,0,0,0,2,0,0,0
-1,-1,-1,3,37,0,1,1,0,2,0,0,0
6875,63,331,2,39,0,0,0,0,2,0,0,0
6875,63,331,2,34,0,0,0,0,2,0,0,0
6875,63,331,2,33,0,0,0,0,2,0,0,0
-1,-1,-1,2,30,0,0,0,0,2,0,0,0
7481,553,112,2,35,1,0,0,0,3,0,0,0
-1,-1,-1,3,27,0,0,0,0,1,0,0,0
8958,537,112,3,37,0,0,0,0,2,0,0,0
8341,57,630,3,42,0,0,1,0,3,0,0,0
8804,2154,39,2,32,0,0,0,0,2,0,0,0
8804,2154,39,3,40,0,0,0,0,3,0,0,0
-1,-1,-1,3,40,0,0,0,0,3,0,0,0
5449,394,336,2,43,0,0,0,0,4,0,0,0
-1,593,166,3,26,0,0,0,0,3,0,0,0
8064,702,1169,2,39,0,0,0,0,2,0,0,0
9008,852,1032,2,23,0,0,0,0,2,0,0,0
7962,2628,663,3,32,0,0,0,0,1,0,0,0
4969,143,221,2,38,2,0,0,0,3,0,0,0
6873,65,195,3,28,0,0,0,0,1,0,0,0
6611,328,69,2,25,0,0,0,0,2,0,0,0
7730,303,75,3,56,0,0,0,0,4,0,0,0
7962,2628,663,4,49,0,0,0,0,1,0,0,0
7622,46,3293,3,35,1,0,1,0,2,0,0,0
8958,537,112,2,32,0,0,0,0,2,0,0,0
6611,328,69,2,28,0,0,0,0,2,0,0,0
7481,553,112,3,49,5,0,0,0,3,0,0,0
7481,553,112,3,47,0,0,0,0,3,0,0,0
8411,1450,1965,2,41,0,0,0,0,3,0,0,0
6611,328,69,2,24,0,0,0,0,2,0,0,0
6725,213,183,3,34,0,0,0,0,1,0,0,0
361,3,361,3,34,0,0,0,0,1,0,0,0
8421,345,18,3,33,0,0,1,0,1,0,0,0
6866,427,321,3,24,0,0,0,0,1,0,0,0
7481,553,112,2,34,1,0,0,0,3,0,0,0
7670,729,26,2,20,0,0,0,0,1,0,0,0
7481,553,112,2,42,1,0,0,0,3,0,0,0
6634,1035,299,3,29,0,0,0,0,1,0,0,0
8958,537,112,3,44,3,0,0,0,2,0,0,0
8958,537,112,3,47,0,0,0,0,2,0,0,0
7809,1685,765,2,41,0,2,0,0,1,0,0,0
5749,94,299,3,33,0,0,0,0,1,0,0,0
-1,-1,-1,4,33,0,0,0,0,2,0,0,0
7956,77,347,3,25,0,0,0,0,1,0,0,0
938,156,181,3,40,0,0,0,0,2,0,0,0
7481,553,112,2,36,1,0,0,0,3,0,0,0
7481,553,112,2,34,0,0,0,0,3,0,0,0
8321,443,230,2,28,0,0,0,0,1,0,0,0
6851,87,304,3,33,0,0,0,0,1,0,0,0
6762,552,68,3,35,1,0,0,0,2,0,0,0
-1,-1,-1,4,53,1,0,0,0,3,0,0,0
7137,167,213,3,45,0,0,0,0,2,0,0,0
-1,-1,-1,3,25,0,0,0,0,2,0,0,0
-1,-1,-1,4,37,0,0,0,0,2,0,0,0
-1,-1,-1,3,37,0,0,0,0,2,0,0,0
-1,-1,-1,4,46,0,0,0,0,3,0,0,0
6712,226,383,3,31,0,0,0,0,1,0,0,0
7021,283,228,3,29,0,0,0,0,1,0,0,0
7204,100,1439,2,32,0,0,0,0,2,0,0,0
-1,-1,-1,3,34,0,0,0,0,3,0,0,0
1273,187,232,1,30,1,0,0,0,4,0,0,0
9073,56,292,3,31,0,0,0,0,2,0,0,0
-1,-1,-1,2,34,0,0,0,0,3,0,0,0
6875,63,331,2,30,0,1,0,0,2,0,0,0
6451,122,172,3,39,0,0,0,0,2,0,0,0
6762,552,68,3,34,1,1,0,0,2,0,0,0
-1,-1,-1,4,37,0,0,0,0,2,0,0,0
7631,37,285,3,29,0,0,0,0,1,0,0,0
7790,609,664,3,33,0,0,0,0,1,0,0,0
8861,268,77,3,36,0,0,0,0,3,0,0,0
